time,temperature,humidity,wind,city
2025-09-28T06:00,26.6,91,11.9,Đà Nẵng
2025-09-28T07:00,26.6,91,11.9,Đà Nẵng
2025-09-28T08:00,26.6,91,11.1,Đà Nẵng
2025-09-28T09:00,26.4,91,10.0,Đà Nẵng
2025-09-28T10:00,26.2,92,8.9,Đà Nẵng
2025-09-28T11:00,26.0,92,7.6,Đà Nẵng
2025-09-28T12:00,25.7,93,6.2,Đà Nẵng
2025-09-28T13:00,25.6,94,4.8,Đà Nẵng
2025-09-28T14:00,25.4,94,4.4,Đà Nẵng
2025-09-28T15:00,25.4,94,4.0,Đà Nẵng
2025-09-28T16:00,25.4,92,3.6,Đà Nẵng
2025-09-28T17:00,25.5,90,5.8,Đà Nẵng
2025-09-28T18:00,25.5,89,7.3,Đà Nẵng
2025-09-28T19:00,25.1,91,6.2,Đà Nẵng
2025-09-28T20:00,24.7,94,3.2,Đà Nẵng
2025-09-28T21:00,24.4,96,1.6,Đà Nẵng
2025-09-28T22:00,24.5,96,1.5,Đà Nẵng
2025-09-28T23:00,24.7,94,2.0,Đà Nẵng
